site_id,survey_date,pit_tag_id
70619,2008-07-25,985121011981122
70619,2008-07-25,985121012024601
70619,2008-07-25,985121012027480
70619,2008-07-25,985121012027520
70619,2008-07-25,985121012027625
70619,2008-07-25,985121012029588
70619,2008-07-25,985121012056454
70619,2008-07-25,985121013711374
70619,2008-07-25,985121013713217
70619,2008-08-13,985121011981122
70619,2008-08-13,985121012023060
70619,2008-08-13,985121012029320
70619,2008-08-13,985121012029588
70619,2008-08-13,985121012030900
70619,2008-08-13,985121013700755
70619,2008-08-13,985121013705102
70619,2008-08-13,985121013711374
70619,2008-08-13,985121013713217
70619,2008-09-04,985121011991157
70619,2008-09-04,985121012029588
70619,2008-09-04,985121012030900
70619,2008-09-04,985121013711374
70619,2008-09-15,985121012030900
70619,2008-09-15,985121012031389
70619,2008-09-15,985121013702881
70619,2008-09-15,985121013705102
70619,2009-07-16,985121013705102
70619,2010-08-06,985121012024601
70619,2010-08-06,985121012025837
70619,2010-08-06,985121013711374
70619,2012-08-15,985121012024185
