site_id,type,release_date,pit_tag_id
70134,translocation,2006-08-08,080048850
70134,translocation,2006-08-08,080050269
70134,translocation,2006-08-08,080051294
70134,translocation,2006-08-08,080054113
70134,translocation,2006-08-08,080055046
70134,translocation,2006-08-08,080058318
70134,translocation,2006-08-08,090852530
70134,translocation,2006-08-08,090867313
70134,translocation,2006-08-08,090876364
70134,translocation,2006-08-08,090894361
70134,translocation,2006-08-08,091007632
70134,translocation,2006-08-08,091022607
70134,translocation,2006-08-08,091024289
70134,translocation,2006-08-08,091024307
70134,translocation,2006-08-08,091034029
70134,translocation,2006-08-08,091058003
70134,translocation,2006-08-08,091059098
70134,translocation,2006-08-08,091067532
70134,translocation,2006-08-08,091104058
70134,translocation,2006-08-08,091106639
70134,translocation,2006-08-08,091124286
70134,translocation,2006-08-08,091358025
70134,translocation,2006-08-08,091382828
70134,translocation,2006-08-08,091516832
70134,translocation,2006-08-08,091523602
70134,translocation,2006-08-08,091525022
70134,translocation,2006-08-08,091528519
70134,translocation,2006-08-08,091529283
70134,translocation,2006-08-08,091530312
70134,translocation,2006-08-08,091536862
70134,translocation,2006-08-08,091557864
70134,translocation,2006-08-08,091558058
70134,translocation,2006-08-08,091567092
70134,translocation,2006-08-08,091572817
70134,translocation,2006-08-08,091581524
70134,translocation,2006-08-08,091585885
70134,translocation,2006-08-08,091592591
70134,translocation,2006-08-08,091593803
70134,translocation,2006-08-08,091602591
70134,translocation,2006-08-08,091603798
