site_id,type,release_date,pit_tag_id
70628,translocation,2020-08-05,982126058790465
70628,translocation,2020-08-05,982126058790469
70628,translocation,2020-08-05,982126058790481
70628,translocation,2020-08-05,982126058790483
70628,translocation,2020-08-05,982126058790484
70628,translocation,2020-08-05,982126058790488
70628,translocation,2020-08-05,982126058790494
70628,translocation,2020-08-05,982126058790496
70628,translocation,2020-08-05,982126058790508
70628,translocation,2020-08-05,982126058790510
70628,translocation,2020-08-05,982126058790511
70628,translocation,2020-08-05,982126058790524
70628,translocation,2020-08-05,982126058790527
70628,translocation,2020-08-05,982126058790538
70628,translocation,2020-08-05,982126058790545
70628,translocation,2020-08-05,982126058790549
70628,translocation,2020-08-05,982126058790554
70628,translocation,2020-08-05,982126058790557
70628,translocation,2020-08-05,982126058790578
70628,translocation,2020-08-05,982126058790597
70628,translocation,2020-08-05,982126058790601
70628,translocation,2020-08-05,982126058790610
70628,translocation,2020-08-05,982126058790613
70628,translocation,2020-08-05,982126058790614
70628,translocation,2020-08-05,982126058790615
70628,translocation,2020-08-05,982126058790617
70628,translocation,2020-08-05,982126058790618
70628,translocation,2020-08-05,982126058790626
70628,translocation,2020-08-05,982126058790634
70628,translocation,2020-08-05,982126058790639
