site_id,visit_date,survey_type,capture_life_stage,capture_animal_state,pit_tag_ref,sex
70449,2015-08-15,cmr,adult,healthy,900043000104556,f
70449,2015-08-15,cmr,adult,healthy,900043000104572,f
70449,2015-08-15,cmr,adult,healthy,900043000104574,f
70449,2015-08-15,cmr,adult,healthy,900043000104588,f
70449,2015-08-16,cmr,adult,healthy,900043000104505,m
70449,2015-08-16,cmr,adult,healthy,900043000104529,f
70034,2015-08-16,cmr,adult,healthy,900043000104552,m
70449,2015-08-16,cmr,adult,healthy,900043000104556,f
70449,2015-08-16,cmr,adult,healthy,900043000104574,f
70449,2015-08-16,cmr,adult,healthy,900043000104588,f
70449,2015-08-16,cmr,adult,healthy,900043000104590,f
70449,2015-08-16,cmr,adult,healthy,900043000104594,m
70505,2015-08-17,cmr,adult,healthy,900043000104415,f
70505,2015-08-17,cmr,adult,healthy,900043000104416,f
70505,2015-08-17,cmr,adult,healthy,900043000104494,m
70505,2015-08-17,cmr,adult,healthy,900043000108014,m
70505,2015-08-17,cmr,adult,healthy,900043000108015,f
70505,2015-08-17,cmr,adult,healthy,900043000108043,m
70505,2015-08-17,cmr,adult,healthy,900043000108097,f
70505,2015-08-17,cmr,adult,healthy,900043000108187,m
70505,2015-08-17,cmr,adult,healthy,900043000108229,f
70505,2015-08-17,cmr,adult,healthy,900043000108230,m
70505,2015-08-17,cmr,adult,healthy,900043000108241,f
70505,2015-08-17,cmr,adult,healthy,900043000108271,f
70505,2015-08-17,cmr,adult,healthy,900043000108311,f
70505,2015-08-17,cmr,adult,healthy,900043000108359,m
70556,2020-08-23,cmr,adult,healthy,900043000144618,m
74976,2020-08-20,cmr,adult,healthy,900067000117396,f
70505,2015-08-17,cmr,adult,healthy,900043000108392,f
70505,2015-08-17,cmr,adult,healthy,900118001027527,m
70505,2015-08-17,cmr,adult,healthy,900118001057539,m
70505,2015-08-17,cmr,adult,healthy,900118001057628,f
70505,2015-08-17,cmr,adult,healthy,900118001057931,m
70505,2015-08-17,cmr,adult,healthy,900118001059787,m
70505,2015-08-17,cmr,adult,healthy,982000362395913,m
70505,2015-08-18,cmr,adult,healthy,900043000104403,m
70505,2015-08-18,cmr,adult,healthy,900043000104416,f
70505,2015-08-18,cmr,adult,healthy,900043000104472,m
70505,2015-08-18,cmr,adult,healthy,900043000104494,m
70505,2015-08-18,cmr,adult,healthy,900043000108018,m
70505,2015-08-18,cmr,adult,healthy,900043000108043,f
70556,2020-08-24,cmr,adult,healthy,900067000117096,m
70505,2015-08-18,cmr,adult,healthy,900043000108097,f
70505,2015-08-18,cmr,adult,healthy,900043000108140,m
70505,2015-08-18,cmr,adult,healthy,900043000108183,f
70505,2015-08-18,cmr,adult,healthy,900043000108229,f
70505,2015-08-18,cmr,adult,healthy,900043000108241,f
72092,2015-08-18,cmr,adult,healthy,900043000108242,f
74976,2020-08-21,cmr,adult,healthy,900067000117102,m
74976,2020-07-01,cmr,adult,healthy,900067000117407,f
74976,2020-08-20,cmr,adult,healthy,900067000117130,f
70505,2015-08-18,cmr,adult,healthy,900043000108311,f
70505,2015-08-18,cmr,adult,healthy,900043000108359,m
70505,2015-08-18,cmr,adult,healthy,900043000108392,f
70505,2015-08-18,cmr,adult,healthy,900118001057539,m
70505,2015-08-18,cmr,adult,healthy,900118001057628,f
70505,2015-08-18,cmr,adult,healthy,900118001057931,m
70505,2015-08-18,cmr,adult,healthy,900118001059787,m
70505,2015-08-18,cmr,adult,healthy,982000362395913,m
70505,2015-08-19,cmr,adult,healthy,900043000104416,f
70556,2020-07-08,cmr,adult,healthy,900043000144446,f
70505,2015-08-19,cmr,adult,healthy,900043000104472,m
70505,2015-08-19,cmr,adult,healthy,900043000104494,m
70505,2015-08-19,cmr,adult,healthy,900043000108014,m
70505,2015-08-19,cmr,adult,healthy,900043000108229,f
70505,2015-08-19,cmr,adult,healthy,900043000108241,f
72092,2015-08-19,cmr,adult,healthy,900043000108242,f
70449,2014-08-06,cmr,adult,healthy,900043000104502,m
70449,2014-08-06,cmr,adult,healthy,900043000104543,m
70505,2015-08-19,cmr,adult,healthy,900043000108271,f
70505,2015-08-19,cmr,adult,healthy,900043000108294,f
70505,2015-08-19,cmr,adult,healthy,900043000108311,f
70505,2015-08-19,cmr,adult,healthy,900043000108326,f
70505,2015-08-19,cmr,adult,healthy,900043000108359,m
70505,2015-08-19,cmr,adult,healthy,900118001057539,m
70505,2015-08-19,cmr,adult,healthy,900118001057628,f
70505,2015-08-19,cmr,adult,healthy,982000362395913,m
70550,2017-08-12,cmr,adult,healthy,900067000078116,m
70550,2017-08-12,cmr,adult,healthy,900067000117649,m
70413,2015-08-29,cmr,adult,healthy,900043000104408,m
70413,2015-08-29,cmr,adult,healthy,900043000108268,f
70556,2020-08-24,cmr,adult,healthy,900043000144466,f
70413,2015-08-29,cmr,adult,healthy,900118001028117,f
70413,2015-08-29,cmr,adult,healthy,900118001028329,m
70413,2015-08-29,cmr,adult,healthy,900118001028945,f
70413,2015-08-29,cmr,adult,healthy,900118001029981,f
70413,2015-08-29,cmr,adult,healthy,900118001030201,f
70413,2015-08-29,cmr,adult,healthy,900118001030433,f
70279,2015-08-29,cmr,adult,healthy,900118001031580,f
70413,2015-08-29,cmr,adult,healthy,900118001057993,f
70279,2015-08-29,cmr,adult,healthy,982000365440174,f
70413,2015-08-29,cmr,adult,healthy,982000365440220,f
70413,2015-08-29,cmr,adult,healthy,982000365440258,m
70279,2015-08-29,cmr,adult,healthy,982000365440268,f
70279,2015-08-29,cmr,adult,healthy,982000365440300,m
70279,2015-08-29,cmr,adult,healthy,982000365440320,m
70175,2015-08-29,cmr,adult,healthy,985121019071757,f
70413,2015-08-30,cmr,adult,healthy,900043000104408,m
70279,2015-08-30,cmr,adult,healthy,900043000104444,f
70413,2015-08-30,cmr,adult,healthy,900118001028117,f
70413,2015-08-30,cmr,adult,healthy,900118001028945,f
70413,2015-08-30,cmr,adult,healthy,900118001029071,f
70279,2015-08-30,cmr,adult,sick,900118001029717,f
70556,2020-08-23,cmr,adult,healthy,900043000144468,m
70449,2014-08-06,cmr,adult,healthy,900043000104553,f
70449,2014-08-06,cmr,adult,healthy,900043000104567,f
70449,2014-08-06,cmr,adult,healthy,900043000104568,f
70449,2014-08-06,cmr,adult,healthy,900043000104574,f
70413,2015-08-30,cmr,adult,healthy,900118001030201,f
70413,2015-08-30,cmr,adult,healthy,900118001030340,m
70413,2015-08-30,cmr,adult,healthy,900118001030433,f
70413,2015-08-30,cmr,adult,healthy,900118001030621,f
70279,2015-08-30,cmr,adult,healthy,982000365440174,f
70413,2015-08-30,cmr,adult,healthy,982000365440190,f
70413,2015-08-30,cmr,adult,healthy,982000365440220,f
70279,2015-08-30,cmr,adult,sick,982000365440253,f
70413,2015-08-30,cmr,adult,healthy,982000365440258,m
70279,2015-08-30,cmr,adult,healthy,982000365440268,f
70279,2015-08-30,cmr,adult,healthy,982000365440300,m
70175,2015-08-30,cmr,adult,healthy,985121019071757,f
70279,2015-08-31,cmr,adult,healthy,900043000104441,f
70279,2015-08-31,cmr,adult,healthy,900043000104444,f
70449,2014-08-06,cmr,adult,healthy,900043000104579,m
72973,2020-08-21,cmr,adult,healthy,900067000117157,f
70449,2014-08-06,cmr,adult,healthy,900043000104587,f
70449,2014-08-06,cmr,adult,healthy,900043000104590,f
70449,2014-08-06,cmr,adult,healthy,900043000104599,m
70550,2017-08-12,cmr,adult,healthy,900067000117683,m
70556,2020-08-23,cmr,adult,healthy,900043000144451,f
70449,2014-08-06,cmr,adult,healthy,900118001027772,f
70413,2014-08-06,cmr,adult,healthy,900118001028117,f
70413,2014-08-06,cmr,adult,healthy,900118001028945,f
72093,2014-08-06,cmr,adult,healthy,900118001029179,m
70279,2015-08-31,cmr,adult,healthy,982000365440300,m
70175,2015-08-31,cmr,adult,healthy,985121019071757,f
70641,2015-09-01,cmr,adult,healthy,900067000063941,f
70641,2015-09-01,cmr,adult,healthy,900067000063957,m
70641,2015-09-01,cmr,adult,healthy,900067000063963,f
70641,2015-09-01,cmr,adult,healthy,900067000063974,f
70641,2015-09-01,cmr,adult,healthy,900067000063977,m
70641,2015-09-01,cmr,adult,healthy,900067000063987,f
70641,2015-09-01,cmr,adult,healthy,900067000063996,f
70641,2015-09-01,cmr,adult,healthy,982000365440186,f
70641,2015-09-01,cmr,adult,healthy,982000365440197,f
70641,2015-09-01,cmr,adult,healthy,982000365440211,f
70641,2015-09-01,cmr,adult,healthy,982000365440336,f
70550,2015-09-02,cmr,adult,healthy,900043000104450,f
70550,2015-09-02,cmr,adult,healthy,900043000104465,f
70550,2015-09-02,cmr,adult,healthy,900043000104471,m
70550,2015-09-02,cmr,adult,healthy,900043000104480,f
70550,2015-09-02,cmr,adult,healthy,900043000104486,m
70550,2015-09-02,cmr,adult,healthy,900043000104491,f
70550,2015-09-02,cmr,adult,healthy,900043000108031,m
70550,2015-09-02,cmr,adult,healthy,900043000108041,f
70550,2015-09-02,cmr,adult,healthy,900043000108056,f
70550,2015-09-02,cmr,adult,healthy,900043000108068,f
70550,2015-09-02,cmr,adult,healthy,900043000108094,f
70550,2015-09-02,cmr,adult,healthy,900043000108110,f
70550,2015-09-02,cmr,adult,healthy,900043000108114,f
70550,2015-09-02,cmr,adult,healthy,900043000108122,m
70550,2015-09-02,cmr,adult,healthy,900043000108159,m
70550,2015-09-02,cmr,adult,healthy,900043000108198,f
70550,2015-09-02,cmr,adult,healthy,900118001027569,m
70550,2015-09-02,cmr,adult,healthy,900118001029269,f
70550,2015-09-02,cmr,adult,healthy,900118001029860,f
70550,2015-09-02,cmr,adult,healthy,900118001030572,m
70550,2015-09-02,cmr,adult,healthy,900118001057407,m
70550,2015-09-02,cmr,adult,healthy,900118001057815,f
70550,2015-09-02,cmr,adult,healthy,900118001057905,m
70550,2015-09-02,cmr,adult,healthy,900118001057927,f
70550,2015-09-02,cmr,adult,healthy,900118001058971,m
74976,2020-08-20,cmr,adult,healthy,900067000117080,m
74976,2020-08-20,cmr,adult,healthy,900043000144021,f
74976,2020-08-21,cmr,adult,healthy,900067000117407,f
70413,2014-08-06,cmr,adult,healthy,900118001029614,m
74976,2020-08-21,cmr,adult,healthy,900067000117469,f
70556,2020-08-23,cmr,adult,healthy,900043000144416,m
74976,2020-08-20,cmr,adult,healthy,900067000116985,f
70413,2014-08-06,cmr,adult,healthy,900118001029981,f
70413,2014-08-06,cmr,adult,healthy,900118001030201,f
70413,2014-08-06,cmr,adult,healthy,900118001030621,f
70279,2014-08-06,cmr,adult,healthy,900118001059382,m
70449,2015-06-18,cmr,adult,healthy,900043000104540,m
70449,2015-06-18,cmr,adult,healthy,900043000104553,f
70550,2015-09-02,cmr,adult,healthy,900118001059340,f
70550,2015-09-02,cmr,adult,healthy,900118001060654,m
70550,2015-09-02,cmr,adult,healthy,982000365440244,f
70550,2015-09-02,cmr,adult,healthy,982000365440252,f
70550,2015-09-02,cmr,adult,healthy,985121019078609,f
70550,2015-09-02,cmr,adult,healthy,985121019093988,f
70550,2015-09-03,cmr,adult,healthy,900043000104438,f
70550,2015-09-03,cmr,adult,healthy,900043000104465,f
70550,2015-09-03,cmr,adult,healthy,900043000104489,f
70550,2015-09-03,cmr,adult,healthy,900043000108012,m
70550,2015-09-03,cmr,adult,healthy,900043000108031,m
70550,2015-09-03,cmr,adult,healthy,900043000108075,m
70550,2015-09-03,cmr,adult,healthy,900043000108088,m
70550,2015-09-03,cmr,adult,healthy,900043000108094,f
70550,2015-09-03,cmr,adult,healthy,900043000108110,f
70550,2015-09-03,cmr,adult,healthy,900043000108125,f
70550,2015-09-03,cmr,adult,healthy,900118001029860,f
70550,2015-09-03,cmr,adult,healthy,900118001031019,f
70550,2015-09-03,cmr,adult,healthy,900118001057815,f
70550,2015-09-03,cmr,adult,healthy,900118001058634,f
70550,2015-09-03,cmr,adult,healthy,982000362395950,m
70550,2015-09-03,cmr,adult,healthy,985121019078609,f
70550,2015-09-04,cmr,adult,healthy,900043000104465,f
70505,2015-06-22,cmr,adult,healthy,900043000104403,m
70505,2015-06-22,cmr,adult,healthy,900043000104415,f
70505,2015-06-22,cmr,adult,healthy,900043000104416,f
70505,2015-06-22,cmr,adult,healthy,900043000104458,f
70505,2015-06-22,cmr,adult,healthy,900043000104472,m
70550,2015-09-04,cmr,adult,healthy,900043000104480,f
70550,2015-09-04,cmr,adult,healthy,900043000108046,f
70550,2015-09-04,cmr,adult,healthy,900043000108094,f
70550,2015-09-04,cmr,adult,healthy,900043000108110,f
70550,2015-09-04,cmr,adult,healthy,900118001028262,f
70550,2015-09-04,cmr,adult,healthy,900118001058634,f
70550,2017-08-12,cmr,adult,healthy,900067000117693,m
70550,2017-08-12,cmr,adult,healthy,900067000117704,f
74976,2020-08-22,cmr,adult,healthy,900067000117350,m
70550,2017-08-12,cmr,adult,healthy,900067000117707,m
70550,2014-08-10,cmr,adult,healthy,900043000104410,f
70550,2014-09-09,cmr,adult,healthy,900043000104425,f
70550,2016-08-12,cmr,adult,healthy,900067000114265,m
74976,2020-08-20,cmr,adult,healthy,900067000117027,f
70505,2016-07-06,cmr,adult,healthy,900043000104472,m
70505,2016-07-07,cmr,adult,healthy,900043000104403,m
70505,2016-07-08,cmr,adult,healthy,900043000108043,m
70449,2016-07-09,cmr,adult,healthy,900043000104549,m
70449,2016-07-09,cmr,adult,healthy,900043000104588,f
70550,2016-07-12,cmr,adult,healthy,900043000108111,f
70550,2016-07-12,cmr,adult,healthy,900043000104450,f
70550,2016-07-12,cmr,adult,healthy,900043000104454,f
70550,2016-07-12,cmr,adult,healthy,900118001027920,f
70550,2016-07-12,cmr,adult,healthy,900118001029284,f
70550,2016-07-12,cmr,adult,healthy,900118001029860,f
70550,2016-07-12,cmr,adult,healthy,900118001031211,f
70550,2016-07-12,cmr,adult,healthy,900118001057927,f
70550,2016-07-12,cmr,adult,healthy,982000365440252,f
70550,2016-07-13,cmr,adult,healthy,900043000104401,f
70550,2016-07-13,cmr,adult,healthy,900043000108185,m
70550,2016-07-12,cmr,adult,healthy,985121019078609,f
70550,2016-07-13,cmr,adult,healthy,900067000078048,m
70550,2016-07-13,cmr,adult,healthy,900067000078143,m
70550,2017-08-12,cmr,adult,healthy,900067000117724,f
70550,2016-07-13,cmr,adult,healthy,900043000104450,f
70550,2016-07-13,cmr,adult,healthy,900067000078417,m
70550,2016-07-13,cmr,adult,healthy,900067000078448,m
70550,2016-07-13,cmr,adult,healthy,900067000078472,m
70550,2016-07-13,cmr,adult,healthy,900067000078479,m
70550,2016-07-14,cmr,adult,healthy,900043000104478,f
70550,2016-07-14,cmr,adult,healthy,900067000078115,m
70556,2020-08-25,cmr,adult,healthy,900043000144411,f
74976,2020-08-20,cmr,adult,healthy,900067000116982,m
74976,2020-08-20,cmr,adult,healthy,900043000144484,f
70550,2016-07-14,cmr,adult,healthy,900067000078275,m
70550,2016-07-14,cmr,adult,healthy,900067000078417,m
70550,2016-07-14,cmr,adult,healthy,900067000078472,m
70550,2016-07-14,cmr,adult,healthy,900067000078479,m
70413,2016-07-17,cmr,adult,healthy,900118001057424,m
70175,2016-07-17,cmr,adult,healthy,982000365440174,f
70413,2016-07-18,cmr,adult,healthy,900118001028329,m
72442,2016-07-18,cmr,adult,healthy,982000365440229,f
70413,2016-07-19,cmr,adult,healthy,900118001030201,f
70413,2016-07-19,cmr,adult,healthy,982000365440193,f
70505,2016-07-27,cmr,adult,healthy,900043000108187,m
70505,2016-07-28,cmr,adult,healthy,900118001057931,m
70449,2016-08-04,cmr,adult,healthy,900043000104588,f
70550,2016-08-10,cmr,adult,healthy,900067000078042,f
70550,2016-08-10,cmr,adult,healthy,900067000078275,m
70550,2016-08-10,cmr,adult,healthy,900067000078479,m
70550,2016-08-10,cmr,adult,healthy,900043000104400,f
70550,2016-08-11,cmr,adult,healthy,900067000078173,f
70550,2016-08-11,cmr,adult,healthy,900067000078275,m
70550,2016-08-11,cmr,adult,healthy,900067000078343,m
70550,2016-08-11,cmr,adult,healthy,900067000078411,f
70550,2016-08-11,cmr,adult,healthy,900067000114269,f
70550,2016-08-11,cmr,adult,healthy,900067000117697,f
70550,2016-08-11,cmr,adult,healthy,900067000117709,f
70550,2016-08-11,cmr,adult,healthy,900067000117737,m
70550,2016-08-11,cmr,adult,healthy,900118001058634,f
70550,2016-08-12,cmr,adult,healthy,900067000078102,m
70550,2016-08-12,cmr,adult,healthy,900067000078153,m
70550,2016-08-12,cmr,adult,healthy,900067000114187,f
70550,2016-08-12,cmr,adult,healthy,900067000117697,f
70550,2016-08-12,cmr,adult,healthy,900067000117709,f
70550,2016-08-12,cmr,adult,healthy,900067000117770,f
70550,2016-08-10,cmr,adult,healthy,900067000078313,m
70550,2018-06-29,cmr,adult,healthy,900067000117732,f
70370,2016-09-07,cmr,adult,healthy,900067000114096,f
70449,2018-06-16,cmr,adult,healthy,900067000117432,f
70413,2015-07-07,cmr,adult,healthy,900118001058227,m
70550,2017-08-12,cmr,adult,healthy,900118001029695,m
70550,2018-06-28,cmr,adult,healthy,900067000114188,f
70556,2020-07-07,cmr,adult,healthy,900067000117392,m
70550,2018-06-28,cmr,adult,healthy,900067000114189,f
70550,2018-06-28,cmr,adult,healthy,900067000114210,f
70550,2018-06-28,cmr,adult,healthy,900067000114211,f
70550,2018-06-28,cmr,adult,healthy,900067000114216,f
70550,2018-06-28,cmr,adult,healthy,900067000114231,f
70550,2018-06-28,cmr,adult,healthy,900067000114244,f
70550,2018-06-28,cmr,adult,healthy,900067000114261,f
70550,2018-06-28,cmr,adult,healthy,900067000114273,f
70550,2018-06-29,cmr,adult,healthy,900067000113944,f
70550,2018-06-29,cmr,adult,healthy,900067000113956,m
70550,2018-06-29,cmr,adult,healthy,900067000113969,f
70550,2018-06-29,cmr,adult,healthy,900067000113975,f
70550,2018-06-29,cmr,adult,healthy,900067000114071,m
70550,2018-06-29,cmr,adult,healthy,900067000114139,m
70550,2018-06-29,cmr,adult,healthy,900067000114177,f
70550,2018-06-29,cmr,adult,healthy,900067000114182,m
70550,2018-06-29,cmr,adult,healthy,900067000114231,f
70550,2018-06-29,cmr,adult,healthy,900067000114235,f
70550,2018-06-29,cmr,adult,healthy,900067000114244,f
70550,2018-06-29,cmr,adult,healthy,900067000114249,m
70550,2018-06-29,cmr,adult,healthy,900067000114261,f
70550,2018-06-29,cmr,adult,healthy,900067000114277,f
70550,2018-06-29,cmr,adult,healthy,900067000114278,f
70550,2018-06-29,cmr,adult,healthy,900067000114595,f
70550,2018-06-29,cmr,adult,healthy,900067000114743,m
70550,2018-06-29,cmr,adult,healthy,900067000117109,f
70550,2018-06-29,cmr,adult,healthy,900067000117152,f
70550,2018-06-29,cmr,adult,healthy,900067000117158,f
70550,2018-06-29,cmr,adult,healthy,900067000117206,m
70550,2018-06-29,cmr,adult,healthy,900067000117243,f
70550,2018-06-29,cmr,adult,healthy,900067000117284,f
70550,2018-06-29,cmr,adult,healthy,900067000117288,f
70550,2018-06-29,cmr,adult,healthy,900067000117293,m
70550,2018-06-29,cmr,adult,healthy,900067000117305,f
70550,2018-06-29,cmr,adult,healthy,900067000117351,f
70550,2018-06-29,cmr,adult,healthy,900067000117583,m
70550,2018-06-29,cmr,adult,healthy,900067000117604,f
70550,2018-06-29,cmr,adult,healthy,900067000117605,f
70550,2018-06-29,cmr,adult,healthy,900067000117611,f
70550,2018-06-29,cmr,adult,healthy,900067000117633,f
70550,2018-06-29,cmr,adult,healthy,900067000117657,m
70550,2018-06-29,cmr,adult,healthy,900067000117665,m
70550,2018-06-29,cmr,adult,healthy,900067000117677,m
70550,2018-06-29,cmr,adult,healthy,900067000117689,f
70550,2018-06-29,cmr,adult,healthy,900067000117692,f
70550,2018-06-29,cmr,adult,healthy,900067000117697,f
70550,2018-06-29,cmr,adult,healthy,900067000117728,f
70550,2018-06-29,cmr,adult,healthy,900067000117734,f
70550,2018-06-29,cmr,adult,healthy,900067000117750,f
70550,2018-06-29,cmr,adult,healthy,900067000117765,f
70550,2018-06-29,cmr,adult,healthy,900067000117780,f
70550,2018-06-29,cmr,adult,healthy,900118001031019,f
70550,2018-06-29,cmr,adult,healthy,900118001059340,f
70550,2018-06-29,cmr,adult,healthy,982000365440238,m
70550,2018-06-29,cmr,adult,healthy,982000365440252,f
70550,2018-06-30,cmr,adult,healthy,900043000104431,f
70550,2018-06-30,cmr,adult,healthy,900043000104489,f
70550,2018-06-30,cmr,adult,healthy,900043000108012,m
70550,2018-06-30,cmr,adult,healthy,900043000108046,f
70550,2018-06-30,cmr,adult,healthy,900043000108079,f
70550,2018-06-30,cmr,adult,healthy,900043000108110,f
70550,2018-06-30,cmr,adult,healthy,900043000108168,f
70550,2018-06-30,cmr,adult,healthy,900067000078116,m
70550,2018-06-30,cmr,adult,healthy,900067000078168,m
70550,2018-06-30,cmr,adult,healthy,900067000078472,m
70550,2018-06-30,cmr,adult,healthy,900067000113900,f
70550,2018-06-30,cmr,adult,healthy,900067000113919,m
70550,2018-06-30,cmr,adult,healthy,900067000113932,f
70550,2018-06-30,cmr,adult,healthy,900067000113956,m
70550,2018-06-30,cmr,adult,healthy,900067000114026,m
70550,2018-06-30,cmr,adult,healthy,900067000114086,m
70550,2018-06-30,cmr,adult,healthy,900067000114139,m
70550,2018-06-30,cmr,adult,healthy,900067000114188,f
70550,2018-06-30,cmr,adult,healthy,900067000114210,f
70550,2018-06-30,cmr,adult,healthy,900067000114211,f
70550,2018-06-30,cmr,adult,healthy,900067000114214,m
70550,2018-06-30,cmr,adult,healthy,900067000114215,f
70550,2018-06-30,cmr,adult,healthy,900067000114232,m
70550,2018-06-30,cmr,adult,healthy,900067000114240,m
70550,2018-06-30,cmr,adult,healthy,900067000114242,f
70550,2018-06-30,cmr,adult,healthy,900067000114260,f
70550,2018-06-30,cmr,adult,healthy,900067000114724,f
70550,2018-06-30,cmr,adult,healthy,900067000117033,m
70550,2018-06-30,cmr,adult,healthy,900067000117035,m
70550,2018-06-30,cmr,adult,healthy,900067000117158,f
70550,2018-06-30,cmr,adult,healthy,900067000117208,f
70550,2018-06-30,cmr,adult,healthy,900067000117216,m
70550,2018-06-30,cmr,adult,healthy,900067000117233,f
70550,2018-06-30,cmr,adult,healthy,900067000117237,m
70550,2018-06-30,cmr,adult,healthy,900067000117271,m
70550,2018-06-30,cmr,adult,healthy,900067000117282,m
70550,2018-06-30,cmr,adult,healthy,900067000117344,f
70550,2018-06-30,cmr,adult,healthy,900067000117382,f
70550,2018-06-30,cmr,adult,healthy,900067000117450,f
70550,2018-06-30,cmr,adult,healthy,900067000117583,m
70550,2018-06-30,cmr,adult,healthy,900067000117604,f
70550,2018-06-30,cmr,adult,healthy,900067000117605,f
70550,2018-06-30,cmr,adult,healthy,900067000117633,f
70550,2018-06-30,cmr,adult,healthy,900067000117660,m
70550,2018-06-30,cmr,adult,healthy,900067000117681,m
70550,2018-06-30,cmr,adult,healthy,900067000117684,f
70550,2018-06-30,cmr,adult,healthy,900067000117704,f
70550,2018-06-30,cmr,adult,healthy,900067000117709,f
70550,2018-06-30,cmr,adult,healthy,900067000117724,f
70550,2018-06-30,cmr,adult,healthy,900067000117728,f
70550,2018-06-30,cmr,adult,healthy,900067000117739,f
70550,2018-06-30,cmr,adult,healthy,900067000117765,f
70550,2018-06-30,cmr,adult,healthy,900067000117777,f
70550,2018-06-30,cmr,adult,healthy,900067000117780,f
70550,2018-06-30,cmr,adult,healthy,900118001029695,m
70556,2020-08-23,cmr,adult,healthy,900043000144614,m
70550,2017-08-10,cmr,adult,healthy,900043000104401,f
70550,2017-08-10,cmr,adult,healthy,900043000104454,f
70550,2017-08-10,cmr,adult,healthy,900043000104481,m
70550,2017-08-10,cmr,adult,healthy,900043000108031,m
70550,2017-08-10,cmr,adult,healthy,900043000108111,f
70550,2017-08-10,cmr,adult,healthy,900043000108125,f
70550,2017-08-10,cmr,adult,healthy,900043000108127,m
70550,2017-08-10,cmr,adult,healthy,900043000108144,m
70550,2017-08-10,cmr,adult,healthy,900043000108159,m
70550,2017-08-10,cmr,adult,healthy,900067000078012,f
70550,2017-08-10,cmr,adult,healthy,900067000078042,f
70550,2017-08-10,cmr,adult,healthy,900067000078093,m
70550,2017-08-10,cmr,adult,healthy,900067000078479,m
70550,2017-08-10,cmr,adult,healthy,900067000113944,f
70550,2017-08-10,cmr,adult,healthy,900067000113956,m
70550,2017-08-10,cmr,adult,healthy,900067000113977,m
70550,2017-08-10,cmr,adult,healthy,900067000114245,m
70550,2017-08-10,cmr,adult,healthy,900067000114275,m
70550,2017-08-10,cmr,adult,healthy,900067000117707,m
70550,2017-08-10,cmr,adult,healthy,900067000117735,f
74976,2020-08-21,cmr,adult,healthy,900067000117477,f
70556,2020-08-23,cmr,adult,healthy,900067000117103,m
70413,2015-07-07,cmr,adult,healthy,900118001027669,m
70413,2015-07-07,cmr,adult,healthy,900118001028117,f
70413,2015-07-07,cmr,adult,healthy,900118001028253,m
70413,2015-07-07,cmr,adult,healthy,900118001028945,f
70279,2015-07-07,cmr,adult,healthy,900118001029064,f
70413,2015-07-07,cmr,adult,healthy,900118001029071,f
72093,2015-07-07,cmr,adult,healthy,900118001029179,m
70413,2015-08-01,cmr,adult,healthy,900118001058227,m
70550,2017-08-10,cmr,adult,healthy,900067000117748,f
70550,2017-08-10,cmr,adult,healthy,900067000117768,f
70550,2017-08-10,cmr,adult,healthy,900067000117771,m
70550,2017-08-10,cmr,adult,healthy,900118001030982,m
70550,2017-08-10,cmr,adult,healthy,900118001057927,f
70550,2017-08-10,cmr,adult,healthy,900118001058242,m
70550,2017-08-10,cmr,adult,healthy,900118001060518,m
70550,2017-08-10,cmr,adult,healthy,982000365440169,f
70550,2017-08-10,cmr,adult,sick,982000365440238,m
70550,2017-08-11,cmr,adult,healthy,900043000108067,m
70550,2017-08-11,cmr,adult,healthy,900043000108170,m
74976,2020-07-01,cmr,adult,healthy,900067000117445,m
74976,2020-08-21,cmr,adult,healthy,900067000117176,f
72093,2015-07-07,cmr,adult,healthy,900118001029717,f
70413,2015-07-07,cmr,adult,healthy,900118001030621,f
70413,2015-07-07,cmr,adult,healthy,900118001031659,m
72093,2015-07-07,cmr,adult,healthy,900118001059017,f
70279,2015-07-08,cmr,adult,healthy,900118001027825,m
72093,2015-07-08,cmr,adult,healthy,900118001029179,m
70550,2017-08-11,cmr,adult,healthy,900067000078323,m
70550,2017-08-11,cmr,adult,healthy,900067000078343,m
70550,2017-08-11,cmr,adult,healthy,900067000078385,f
70550,2017-08-11,cmr,adult,healthy,900067000078417,m
70550,2017-08-11,cmr,adult,healthy,900067000114237,f
70550,2017-08-11,cmr,adult,healthy,900067000114245,m
70550,2017-08-11,cmr,adult,healthy,900067000078143,m
70550,2017-08-11,cmr,adult,healthy,900118001031019,f
70556,2020-08-23,cmr,adult,healthy,900043000144482,f
74976,2020-08-20,cmr,adult,healthy,900043000144473,m
70556,2020-08-23,cmr,adult,healthy,900067000117361,m
70550,2017-08-12,cmr,adult,healthy,900043000108002,m
70550,2017-08-12,cmr,adult,healthy,900043000108004,m
70550,2017-08-12,cmr,adult,healthy,900067000078284,f
70550,2017-08-12,cmr,adult,healthy,900067000113961,m
70550,2017-08-11,cmr,adult,healthy,900118001029486,f
70550,2017-08-12,cmr,adult,healthy,900067000114205,m
70550,2017-08-12,cmr,adult,healthy,900067000114262,m
70550,2017-08-12,cmr,adult,healthy,900067000114185,m
70550,2017-08-12,cmr,adult,healthy,900067000114198,m
72093,2015-07-08,cmr,adult,healthy,900118001029717,f
70449,2015-08-14,cmr,adult,healthy,900043000104546,f
70556,2020-08-23,cmr,adult,healthy,900067000117058,m
70550,2015-08-06,cmr,adult,healthy,900043000104451,f
74976,2020-08-21,cmr,adult,healthy,900067000117389,f
