site_id,type,release_date,pit_tag_ref
70641,translocation,2017-08-09,900067000117437
70641,translocation,2017-08-09,900067000117440
70641,translocation,2017-08-09,900067000117442
70641,translocation,2017-08-09,900067000117443
70641,translocation,2017-08-09,900067000117479
70641,translocation,2020-08-05,982126058790358
70641,translocation,2020-08-05,982126058790368
70641,translocation,2020-08-05,982126058790370
70641,translocation,2020-08-05,982126058790394
70641,translocation,2020-08-05,982126058790460
70641,translocation,2020-08-05,982126058790461
70641,translocation,2020-08-05,982126058790464
70641,translocation,2020-08-05,982126058790467
70641,translocation,2020-08-05,982126058790470
70641,translocation,2020-08-05,982126058790473
70641,translocation,2020-08-05,982126058790475
70641,translocation,2020-08-05,982126058790479
70641,translocation,2020-08-05,982126058790482
70641,translocation,2020-08-05,982126058790492
70641,translocation,2020-08-05,982126058790493
70641,translocation,2020-08-05,982126058790495
70641,translocation,2020-08-05,982126058790498
70641,translocation,2020-08-05,982126058790501
70641,translocation,2020-08-05,982126058790503
70641,translocation,2020-08-05,982126058790512
70641,translocation,2020-08-05,982126058790517
70641,translocation,2020-08-05,982126058790521
70641,translocation,2020-08-05,982126058790522
70641,translocation,2020-08-05,982126058790531
70641,translocation,2020-08-05,982126058790535
70641,translocation,2020-08-05,982126058790537
70641,translocation,2020-08-05,982126058790540
70641,translocation,2020-08-05,982126058790542
70641,translocation,2020-08-05,982126058790556
70641,translocation,2020-08-05,982126058790630
74976,translocation,2018-07-18,900067000117285
74976,translocation,2018-07-18,900067000117350
74976,translocation,2018-07-18,900067000117385
74976,translocation,2018-07-18,900067000117389
74976,translocation,2018-07-18,900067000117393
74976,translocation,2018-07-18,900067000117396
74976,translocation,2018-07-18,900067000117399
74976,translocation,2018-07-18,900067000117405
74976,translocation,2018-07-18,900067000117407
74976,translocation,2018-07-18,900067000117420
74976,translocation,2018-07-18,900067000117433
74976,translocation,2018-07-18,900067000117439
74976,translocation,2018-07-18,900067000117445
74976,translocation,2018-07-18,900067000117451
74976,translocation,2018-07-18,900067000117467
74976,translocation,2018-07-18,900067000117469
74976,translocation,2018-07-18,900067000117470
74976,translocation,2018-07-18,900067000117477
74976,translocation,2020-07-06,900043000144021
74976,translocation,2020-07-06,900043000144422
74976,translocation,2020-07-06,900043000144473
74976,translocation,2020-07-06,900043000144475
74976,translocation,2020-07-06,900043000144484
74976,translocation,2020-07-06,900043000144831
74976,translocation,2020-07-06,900067000116982
74976,translocation,2020-07-06,900067000116985
74976,translocation,2020-07-06,900067000117027
74976,translocation,2020-07-06,900067000117043
74976,translocation,2020-07-06,900067000117080
74976,translocation,2020-07-06,900067000117102
74976,translocation,2020-07-06,900067000117113
74976,translocation,2020-07-06,900067000117123
74976,translocation,2020-07-06,900067000117130
74976,translocation,2020-07-06,900067000117157
74976,translocation,2020-07-06,900067000117176
74976,translocation,2020-07-06,900067000117177
