site_id,release_date,years_since_intro,pit_tag_ref,median_survival
70641,2017-08-09,1,900067000117410,0
70641,2017-08-09,1,900067000117414,0
70641,2017-08-09,1,900067000117415,0
70641,2017-08-09,1,900067000117419,0
70641,2017-08-09,1,900067000117425,0
70641,2017-08-09,1,900067000117427,0
70641,2017-08-09,1,900067000117428,0
70641,2017-08-09,1,900067000117429,0
70641,2017-08-09,1,900067000117436,0
70641,2017-08-09,1,900067000117437,0
70641,2017-08-09,1,900067000117440,0
70641,2017-08-09,1,900067000117442,0
70641,2017-08-09,1,900067000117443,0
70641,2017-08-09,1,900067000117479,0
70641,2020-08-05,1,982126058790358,0
70641,2020-08-05,1,982126058790368,0
70641,2020-08-05,1,982126058790370,0
70641,2020-08-05,1,982126058790394,0
70641,2020-08-05,1,982126058790460,0
70641,2020-08-05,1,982126058790461,0
70641,2020-08-05,1,982126058790464,0
70641,2020-08-05,1,982126058790467,0
70641,2020-08-05,1,982126058790470,0
70641,2020-08-05,1,982126058790473,0
70641,2020-08-05,1,982126058790475,0
70641,2020-08-05,1,982126058790479,0
70641,2020-08-05,1,982126058790482,0.6
70641,2020-08-05,1,982126058790492,0
70641,2020-08-05,1,982126058790493,0
70641,2020-08-05,1,982126058790495,0
70641,2020-08-05,1,982126058790498,0
70641,2020-08-05,1,982126058790501,0
70641,2020-08-05,1,982126058790503,0
70641,2020-08-05,1,982126058790512,0
70641,2020-08-05,1,982126058790517,0
70641,2020-08-05,1,982126058790521,0
70641,2020-08-05,1,982126058790522,0
70641,2020-08-05,1,982126058790531,0
70641,2020-08-05,1,982126058790535,0
70641,2020-08-05,1,982126058790537,0
70641,2020-08-05,1,982126058790540,0
70641,2020-08-05,1,982126058790542,0
70641,2020-08-05,1,982126058790556,0
70641,2020-08-05,1,982126058790630,0
74976,2018-07-18,1,900067000117285,1
74976,2018-07-18,1,900067000117350,1
74976,2018-07-18,1,900067000117385,0
74976,2018-07-18,1,900067000117389,1
74976,2018-07-18,1,900067000117393,1
74976,2018-07-18,1,900067000117396,1
74976,2018-07-18,1,900067000117399,1
74976,2018-07-18,1,900067000117405,1
74976,2018-07-18,1,900067000117407,1
74976,2018-07-18,1,900067000117420,1
74976,2018-07-18,1,900067000117433,1
74976,2018-07-18,1,900067000117439,1
74976,2018-07-18,1,900067000117445,1
74976,2018-07-18,1,900067000117451,1
74976,2018-07-18,1,900067000117467,1
74976,2018-07-18,1,900067000117469,1
74976,2018-07-18,1,900067000117470,1
74976,2018-07-18,1,900067000117477,1
74976,2020-07-06,1,900043000144021,0
74976,2020-07-06,1,900043000144422,1
74976,2020-07-06,1,900043000144473,1
74976,2020-07-06,1,900043000144475,1
74976,2020-07-06,1,900043000144484,1
74976,2020-07-06,1,900043000144831,1
74976,2020-07-06,1,900067000116982,1
74976,2020-07-06,1,900067000116985,0.5
74976,2020-07-06,1,900067000117027,1
74976,2020-07-06,1,900067000117043,0
74976,2020-07-06,1,900067000117080,1
74976,2020-07-06,1,900067000117102,0
74976,2020-07-06,1,900067000117113,0
74976,2020-07-06,1,900067000117123,0.5
74976,2020-07-06,1,900067000117130,1
74976,2020-07-06,1,900067000117157,1
74976,2020-07-06,1,900067000117176,0.5
74976,2020-07-06,1,900067000117177,0
