site_id,release_date,years_since_intro,pit_tag_ref,median_survival
70641,2015-08-12,1,900067000063929,1
70641,2015-08-12,1,900067000063930,0
70641,2015-08-12,1,900067000063931,0
70641,2015-08-12,1,900067000063932,0
70641,2015-08-12,1,900067000063933,0
70641,2015-08-12,1,900067000063935,0
70641,2015-08-12,1,900067000063936,1
70641,2015-08-12,1,900067000063937,0
70641,2015-08-12,1,900067000063938,0
70641,2015-08-12,1,900067000063939,0
70641,2015-08-12,1,900067000063940,0
70641,2015-08-12,1,900067000063941,0
70641,2015-08-12,1,900067000063942,0
70641,2015-08-12,1,900067000063943,0
70641,2015-08-12,1,900067000063944,0
70641,2015-08-12,1,900067000063945,0
70641,2015-08-12,1,900067000063946,0
70641,2015-08-12,1,900067000063947,1
70641,2015-08-12,1,900067000063948,0
70641,2015-08-12,1,900067000063949,0
70641,2015-08-12,1,900067000063950,0
70641,2015-08-12,1,900067000063951,0
70641,2015-08-12,1,900067000063952,0
70641,2015-08-12,1,900067000063953,0
70641,2015-08-12,1,900067000063954,0
70641,2015-08-12,1,900067000063956,0
70641,2015-08-12,1,900067000063957,1
70641,2015-08-12,1,900067000063958,0
70641,2015-08-12,1,900067000063959,1
70641,2015-08-12,1,900067000063961,0
70641,2015-08-12,1,900067000063962,1
70641,2015-08-12,1,900067000063963,0
70641,2015-08-12,1,900067000063966,0
70641,2015-08-12,1,900067000063968,0
70641,2015-08-12,1,900067000063969,0
70641,2015-08-12,1,900067000063970,0
70641,2015-08-12,1,900067000063971,0
70641,2015-08-12,1,900067000063972,0
70641,2015-08-12,1,900067000063974,0
70641,2015-08-12,1,900067000063975,0
70641,2015-08-12,1,900067000063977,0
70641,2015-08-12,1,900067000063978,0
70641,2015-08-12,1,900067000063979,0
70641,2015-08-12,1,900067000063980,0
70641,2015-08-12,1,900067000063981,0
70641,2015-08-12,1,900067000063982,0
70641,2015-08-12,1,900067000063983,0
70641,2015-08-12,1,900067000063985,1
70641,2015-08-12,1,900067000063986,0
70641,2015-08-12,1,900067000063987,0
70641,2015-08-12,1,900067000063988,0
70641,2015-08-12,1,900067000063993,0
70641,2015-08-12,1,900067000063995,0
70641,2015-08-12,1,900067000063996,0
70641,2015-08-12,1,900067000063997,0
70641,2015-08-12,1,900067000064000,0
70641,2015-08-12,1,900067000114499,1
70641,2015-08-12,1,982000365440172,0
70641,2015-08-12,1,982000365440186,1
70641,2015-08-12,1,982000365440187,0
70641,2015-08-12,1,982000365440196,0
70641,2015-08-12,1,982000365440197,0
70641,2015-08-12,1,982000365440205,1
70641,2015-08-12,1,982000365440211,0
70641,2015-08-12,1,982000365440245,0
70641,2015-08-12,1,982000365440260,0
70641,2015-08-12,1,982000365440269,1
70641,2015-08-12,1,982000365440278,0
70641,2015-08-12,1,982000365440280,0
70641,2015-08-12,1,982000365440285,0
70641,2015-08-12,1,982000365440287,0
70641,2015-08-12,1,982000365440332,0
70641,2015-08-12,1,982000365440336,1
70641,2015-08-12,1,982000365440349,0
70641,2015-08-12,1,982000365440352,0
70641,2017-08-09,1,900067000116883,1
70641,2017-08-09,1,900067000116890,0
70641,2017-08-09,1,900067000116898,0
70641,2017-08-09,1,900067000116914,0
70641,2017-08-09,1,900067000116917,0
70641,2017-08-09,1,900067000116921,0
70641,2017-08-09,1,900067000116952,0
70641,2017-08-09,1,900067000116955,0
70641,2017-08-09,1,900067000116969,0
70641,2017-08-09,1,900067000117381,1
70641,2017-08-09,1,900067000117388,0
70641,2017-08-09,1,900067000117395,0
70641,2017-08-09,1,900067000117396,0
70641,2017-08-09,1,900067000117398,0
70641,2017-08-09,1,900067000117409,0
