years_since_introduction,release_date,lo_survival,median_survival,hi_survival
0,2018-07-18,1,1,1
0,2020-07-06,0.8333333333333334,0.8333333333333334,0.8888888888888888
1,2018-07-18,0.9444444444444444,0.9444444444444444,1
1,2020-07-06,0.6388888888888888,0.6666666666666666,0.75
2,2018-07-18,0.9444444444444444,0.9444444444444444,0.9444444444444444
3,2018-07-18,0.75,0.7777777777777778,0.8611111111111112
