years_since_introduction,release_date,lo_survival,median_survival,hi_survival
0,2008-07-15,0.4583333333333333,0.5694444444444444,0.7430555555555556
1,2008-07-15,0.1388888888888889,0.2222222222222222,0.3611111111111111
2,2008-07-15,0.1111111111111111,0.1388888888888889,0.2777777777777778
4,2008-07-15,0.013888888888888888,0.04861111111111111,0.125
5,2008-07-15,0,0,0.08333333333333333
