years_since_introduction,release_date,lo_survival,median_survival,hi_survival
0,2020-07-09,0.9444444444444444,0.9444444444444444,1
1,2018-08-16,0.7333333333333333,0.7666666666666667,0.9
1,2020-07-09,0.6111111111111112,0.6944444444444444,0.8055555555555556
2,2018-08-16,0.4666666666666667,0.4666666666666667,0.5
3,2018-08-16,0.4166666666666667,0.43333333333333335,0.4666666666666667
