years_since_introduction,release_date,lo_survival,median_survival,hi_survival
0,2016-07-30,0.74,0.84,0.98
0,2018-07-04,0.6111111111111112,0.7222222222222222,0.9444444444444444
1,2016-07-30,0.04,0.04,0.08
1,2018-07-04,0.1111111111111111,0.16666666666666666,0.3333333333333333
2,2016-07-30,0.02,0.02,0.04
2,2018-07-04,0,0,0.16666666666666666
3,2016-07-30,0,0,0.02
4,2016-07-30,0,0,0.02
