site_id,survey_date,survey_type,primary_period,secondary_period
70414,2006-07-18,translocation,1,0
70414,2006-07-30,cmr,2,1
70414,2006-08-09,cmr,3,1
70414,2006-08-19,cmr,4,1
70414,2006-09-12,cmr,5,1
70414,2006-09-29,cmr,6,1
70414,2007-05-30,cmr,7,1
70414,2007-06-18,cmr,8,1
70414,2007-07-02,cmr,9,1
70414,2007-07-27,cmr,10,1
70414,2007-08-27,cmr,11,1
