site_id,survey_date,survey_type,primary_period,secondary_period
70134,2006-08-08,translocation,1,0
70134,2006-08-16,cmr,2,1
70134,2006-08-22,cmr,3,1
70134,2006-09-01,cmr,4,1
70134,2006-09-12,cmr,5,1
70134,2006-09-25,cmr,6,1
70134,2007-05-25,cmr,7,1
70134,2007-05-28,cmr,8,1
70134,2007-06-18,cmr,9,1
70134,2007-06-29,cmr,10,1
70134,2007-07-02,cmr,11,1
70134,2007-07-27,cmr,12,1
70134,2007-08-10,cmr,13,1
70134,2007-08-27,cmr,14,1
70134,2008-06-15,cmr,15,1
70134,2008-07-25,cmr,16,1
